,acc_x_dyn__harmonic_mean_of_abs,acc_x_dyn__quantile_0.4,acc_z_dyn__approximate_entropy_0.1,acc_z_dyn__quantile_0.4,acc_x_dyn__sample_entropy,acc_y_dyn__harmonic_mean_of_abs,acc_y_dyn__sample_entropy,acc_z_dyn__sum_of_absolute_changes,acc_y_dyn__avg_amplitude_change,acc_z_dyn__quantile_0.6,acc_z_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.6,acc_z_dyn__sample_entropy,acc_y_dyn__variance_of_absolute_differences,acc_x_dyn__max,acc_y_dyn__quantile_0.4,acc_y_dyn__tsallis_entropy,acc_y_dyn__katz_fractal_dimension,acc_x_dyn__cardinality,acc_x_dyn__variance_of_absolute_differences,acc_x_dyn__quantile_0.3,acc_x_dyn__quantile_0.9,acc_z_dyn__harmonic_mean_of_abs,acc_x_dyn__approximate_entropy_0.1,acc_y_dyn__quantile_0.3,acc_z_dyn__lower_complete_moment,acc_x_dyn__katz_fractal_dimension,acc_z_dyn__katz_fractal_dimension,acc_x_dyn__approximate_entropy_0.9
acc_x_dyn__harmonic_mean_of_abs,0.0,0.6130273566711046,0.049768723666651395,0.34853734563442457,0.04233006503698213,0.4824825196757522,0.027311300254306437,0.5803125752186882,0.5523827735471208,0.41355750628037785,0.4449338899506003,0.5284307281285959,0.08054247272961439,0.4507758585055086,0.7372166029496947,0.3260806343880463,0.07875198758811112,0.09362087881450885,0.1902748731128386,0.5333735389629286,0.7736512208397738,0.7823596342135368,0.48823341049525254,0.11176005363100741,0.48122508504949635,0.5158704782948467,0.11063673842178749,0.14130878869856772,0.08179131863091393
acc_x_dyn__quantile_0.4,0.6130273566711046,0.0,0.034166776883487585,0.22236931884704272,0.019473320885951786,0.458494166027985,0.007628472970107273,0.46537184638559126,0.499709205362921,0.3762478138848342,0.3461358057095886,0.009475029053812128,0.057136939187787894,0.4366252368365718,0.6256070540368925,0.31266287221940753,0.034243090941813555,0.08163918544809874,0.15150620072309334,0.43673728986094845,0.8413603468794332,0.6324957587749523,0.43167723008127984,0.046554220806527366,0.44245406196528364,0.4018926483666022,0.11166388275352854,0.13090106619511696,0.07622930944243414
acc_z_dyn__approximate_entropy_0.1,0.049768723666651395,0.034166776883487585,0.0,0.07879356571946197,0.08977698137430909,0.06291167941988535,0.06685071716315727,0.05474675344342502,0.03565021174899907,0.0013497763769852054,0.013270267352550566,0.0012673876511656319,0.06748739583738207,0.04470120872858963,0.047415377959116725,0.06511013363631026,0.031198368343970804,0.05852799141517104,0.4246191691800514,0.03587047654846958,0.020914425421389198,0.024594409848040146,0.08602733118484727,0.42913712420973915,0.05547797872775941,0.041567795664161064,0.018669117623521164,0.1648764539208129,0.04816572806399386
acc_z_dyn__quantile_0.4,0.34853734563442457,0.22236931884704272,0.07879356571946197,0.0,0.15610918934923773,0.3786601660445845,0.0639623798493515,0.5330155583142836,0.47361183513868654,0.07016071735056818,0.43645674148171376,0.34039322482159573,0.010007969357246635,0.3862949077817275,0.4243944925154397,0.22826668103235564,0.08580832606594396,0.115742074743511,0.15353260165908197,0.2840172229144502,0.3192878547093037,0.41610790152160887,0.5777185006989783,0.06992792987549652,0.3818530566971954,0.3320841219801353,0.1648307160219025,0.03474783106364043,0.17087715180626997
acc_x_dyn__sample_entropy,0.04233006503698213,0.019473320885951786,0.08977698137430909,0.15610918934923773,0.0,0.10080900855518395,0.575461721144985,0.24248867824627343,0.22511334897613677,0.0986002205264181,0.15059367024617654,0.10571578978092251,0.5931040676839366,0.1435025096468314,0.06486769731426115,0.08842539896400388,0.27536457276834236,0.5410288431077008,0.47882179377999984,0.06882777101177252,0.05414374655261977,0.06503268294887196,0.14940500640031962,0.09502297846398118,0.13042411695757786,0.07608776679755865,0.7196258506906889,0.5361869107992485,0.7457988393242724
acc_y_dyn__harmonic_mean_of_abs,0.4824825196757522,0.458494166027985,0.06291167941988535,0.3786601660445845,0.10080900855518395,0.0,0.052741408148655765,0.5327219444286206,0.7277597302270876,0.3447524013332268,0.42955175810753377,0.31517070786093954,0.05650380780038005,0.6525749167677936,0.5728034173607891,0.6198414302181167,0.10508881471717689,0.05964637934294567,0.16044196184938103,0.3361799879752955,0.5496922996865071,0.5912111636028143,0.46596093704938896,0.07705422793402142,0.8054767179965306,0.408185645263101,0.1454489572344025,0.10158801502097246,0.12956312284977956
acc_y_dyn__sample_entropy,0.027311300254306437,0.007628472970107273,0.06685071716315727,0.0639623798493515,0.575461721144985,0.052741408148655765,0.0,0.11398417088577661,0.09739098075187017,0.002175117066812132,0.04460903610391252,0.05693470845416116,0.5549395343387978,0.006795817034767283,0.02050695581895868,0.027599066370750852,0.3766282992748458,0.7008619509945325,0.4386583352397959,0.06350234524949168,0.011186315467220435,0.028563849747225725,0.031816247162918,0.1392169556085496,0.02725214812781016,0.002470067303392705,0.5221183697074072,0.5062532840814759,0.546617167172683
acc_z_dyn__sum_of_absolute_changes,0.5803125752186882,0.46537184638559126,0.05474675344342502,0.5330155583142836,0.24248867824627343,0.5327219444286206,0.11398417088577661,0.0,0.7731572536880653,0.5221549826430607,0.8554483099820047,0.45769771842491086,0.17915063326481062,0.6375658756097354,0.7425095414112647,0.34724219521218097,0.10138190503026116,0.296508285792746,0.2227056430874137,0.5887524767517858,0.6232022523136,0.719427216503383,0.6728010380527024,0.02622736577297707,0.5320772946920939,0.7032348552111907,0.34467415359364767,0.32110645364273105,0.3323231247369747
acc_y_dyn__avg_amplitude_change,0.5523827735471208,0.499709205362921,0.03565021174899907,0.47361183513868654,0.22511334897613677,0.7277597302270876,0.09739098075187017,0.7731572536880653,0.0,0.38910076507131336,0.583577718998818,0.4414155143987304,0.182833226294467,0.9064646402317444,0.6846066364492078,0.5248471553137477,0.1370800111355325,0.3119427885941042,0.19975973156667357,0.4824951871825837,0.6405598066922326,0.6995729473213742,0.5541556560160646,0.0001317611495057373,0.7749652331004722,0.4578620954400283,0.3292600393793736,0.2788650642464469,0.29027350743564145
acc_z_dyn__quantile_0.6,0.41355750628037785,0.3762478138848342,0.0013497763769852054,0.07016071735056818,0.0986002205264181,0.3447524013332268,0.002175117066812132,0.5221549826430607,0.38910076507131336,0.0,0.39862556535836396,0.26342188072630573,0.03190717929999567,0.31202311867395915,0.43679786624865985,0.27520094579626636,0.08635437594422814,0.10673952673839532,0.1372616280791499,0.3307814645093123,0.45531777300498233,0.4529058157116437,0.5635099943603699,0.043281611934257426,0.32842308945711834,0.6857915659148848,0.13800385035584634,0.09530798723779413,0.15432164949390847
acc_z_dyn__variance_of_absolute_differences,0.4449338899506003,0.3461358057095886,0.013270267352550566,0.43645674148171376,0.15059367024617654,0.42955175810753377,0.04460903610391252,0.8554483099820047,0.583577718998818,0.39862556535836396,0.0,0.27917331123064226,0.07347906562238035,0.552757330732105,0.5989468103358935,0.282383566854287,0.029820437451077993,0.1749865573256799,0.13097885214624236,0.5548301707624165,0.4533864660027986,0.5462440520916008,0.551683694491899,0.018408704327241277,0.43086290659603566,0.6691869214576169,0.20156093109145692,0.18847902706311165,0.22951919067501228
acc_x_dyn__quantile_0.6,0.5284307281285959,0.009475029053812128,0.0012673876511656319,0.34039322482159573,0.10571578978092251,0.31517070786093954,0.05693470845416116,0.45769771842491086,0.4414155143987304,0.26342188072630573,0.27917331123064226,0.0,0.10601849351502549,0.34265657148858675,0.5105430880431926,0.1665544456495305,0.07927188302602185,0.10203229130132296,0.14291532436777718,0.3861987203519753,0.39957300107151905,0.5828892155697198,0.32433932629621415,0.0658562983135277,0.31211961816235356,0.3601738716508359,0.12840888325460473,0.13195686231503947,0.09599069596488397
acc_z_dyn__sample_entropy,0.08054247272961439,0.057136939187787894,0.06748739583738207,0.010007969357246635,0.5931040676839366,0.05650380780038005,0.5549395343387978,0.17915063326481062,0.182833226294467,0.03190717929999567,0.07347906562238035,0.10601849351502549,0.0,0.13920967499086812,0.07088957865560283,0.009611063892436067,0.2751681247176111,0.5590967450463918,0.39869292486136665,0.09180707135401317,0.0875702288629079,0.08585770068337883,0.045379329670515764,0.10476643419927013,0.05512037149701857,0.0403696340442057,0.5738668070156167,0.7191030248123579,0.5426704170464545
acc_y_dyn__variance_of_absolute_differences,0.4507758585055086,0.4366252368365718,0.04470120872858963,0.3862949077817275,0.1435025096468314,0.6525749167677936,0.006795817034767283,0.6375658756097354,0.9064646402317444,0.31202311867395915,0.552757330732105,0.34265657148858675,0.13920967499086812,0.0,0.5718743989211093,0.41731707194058254,0.050854097413894496,0.1969614515583985,0.12536118008777022,0.4375687019634669,0.5465004047505025,0.5900373717283305,0.44904157891935387,0.015487744403168108,0.6773302142142766,0.3775756563192038,0.22137102320706611,0.2092954396258842,0.2031079705322486
acc_x_dyn__max,0.7372166029496947,0.6256070540368925,0.047415377959116725,0.4243944925154397,0.06486769731426115,0.5728034173607891,0.02050695581895868,0.7425095414112647,0.6846066364492078,0.43679786624865985,0.5989468103358935,0.5105430880431926,0.07088957865560283,0.5718743989211093,0.0,0.4075436214512192,0.027960193143082346,0.11831422913251424,0.23267876233170187,0.7446990687393564,0.7925037230959184,0.9401949224878753,0.5663685818555215,0.10903407270872789,0.5846382319665867,0.5777411716208858,0.14732486765953284,0.16288753334874823,0.1690569644249217
acc_y_dyn__quantile_0.4,0.3260806343880463,0.31266287221940753,0.06511013363631026,0.22826668103235564,0.08842539896400388,0.6198414302181167,0.027599066370750852,0.34724219521218097,0.5248471553137477,0.27520094579626636,0.282383566854287,0.1665544456495305,0.009611063892436067,0.41731707194058254,0.4075436214512192,0.0,0.13293209974302905,0.047393493666167005,0.12189065973760009,0.21933262824279726,0.39992534718414935,0.3866140329999546,0.34391846208894883,0.06532480469982992,0.8778508881054609,0.309093142379231,0.10961090723825034,0.04873142132932898,0.0841010325452901
acc_y_dyn__tsallis_entropy,0.07875198758811112,0.034243090941813555,0.031198368343970804,0.08580832606594396,0.27536457276834236,0.10508881471717689,0.3766282992748458,0.10138190503026116,0.1370800111355325,0.08635437594422814,0.029820437451077993,0.07927188302602185,0.2751681247176111,0.050854097413894496,0.027960193143082346,0.13293209974302905,0.0,0.3250198165816227,0.015091345740555352,0.038090240745468254,0.05628185917314811,0.0618432557615052,0.08815093707265893,0.031173608956196926,0.1656473353827797,0.07141051388912927,0.19336504982318084,0.199725656393284,0.19797837766930054
acc_y_dyn__katz_fractal_dimension,0.09362087881450885,0.08163918544809874,0.05852799141517104,0.115742074743511,0.5410288431077008,0.05964637934294567,0.7008619509945325,0.296508285792746,0.3119427885941042,0.10673952673839532,0.1749865573256799,0.10203229130132296,0.5590967450463918,0.1969614515583985,0.11831422913251424,0.047393493666167005,0.3250198165816227,0.0,0.44167468253062064,0.14687319538228455,0.11199912644289468,0.12196712327091976,0.12137607353264,0.06141313041985313,0.09163901069001623,0.07622008657253485,0.648399787088547,0.6259897569291536,0.5935011866184777
acc_x_dyn__cardinality,0.1902748731128386,0.15150620072309334,0.4246191691800514,0.15353260165908197,0.47882179377999984,0.16044196184938103,0.4386583352397959,0.2227056430874137,0.19975973156667357,0.1372616280791499,0.13097885214624236,0.14291532436777718,0.39869292486136665,0.12536118008777022,0.23267876233170187,0.12189065973760009,0.015091345740555352,0.44167468253062064,0.0,0.11184840917451597,0.19787751608389545,0.22949113411477104,0.19684242874208902,0.5076001805363384,0.16341499501851475,0.13979641092993933,0.4902668469548217,0.41764711307769203,0.5499196480882074
acc_x_dyn__variance_of_absolute_differences,0.5333735389629286,0.43673728986094845,0.03587047654846958,0.2840172229144502,0.06882777101177252,0.3361799879752955,0.06350234524949168,0.5887524767517858,0.4824951871825837,0.3307814645093123,0.5548301707624165,0.3861987203519753,0.09180707135401317,0.4375687019634669,0.7446990687393564,0.21933262824279726,0.038090240745468254,0.14687319538228455,0.11184840917451597,0.0,0.5881616911273674,0.6793063908595577,0.40211181880244873,0.005130123295795699,0.3572781888460343,0.454541490618324,0.17273670600224028,0.1635769126408556,0.2033849731825069
acc_x_dyn__quantile_0.3,0.7736512208397738,0.8413603468794332,0.020914425421389198,0.3192878547093037,0.05414374655261977,0.5496922996865071,0.011186315467220435,0.6232022523136,0.6405598066922326,0.45531777300498233,0.4533864660027986,0.39957300107151905,0.0875702288629079,0.5465004047505025,0.7925037230959184,0.39992534718414935,0.05628185917314811,0.11199912644289468,0.19787751608389545,0.5881616911273674,0.0,0.8168364063365647,0.5334480640188143,0.06917650336904549,0.555307089091812,0.5131681937188252,0.14655930400687603,0.16455730948554043,0.10452946168044157
acc_x_dyn__quantile_0.9,0.7823596342135368,0.6324957587749523,0.024594409848040146,0.41610790152160887,0.06503268294887196,0.5912111636028143,0.028563849747225725,0.719427216503383,0.6995729473213742,0.4529058157116437,0.5462440520916008,0.5828892155697198,0.08585770068337883,0.5900373717283305,0.9401949224878753,0.3866140329999546,0.0618432557615052,0.12196712327091976,0.22949113411477104,0.6793063908595577,0.8168364063365647,0.0,0.5696313113424725,0.0897257116562756,0.5861388870047796,0.5693737730918785,0.15617391640247347,0.17869385570933527,0.1431166893946054
acc_z_dyn__harmonic_mean_of_abs,0.48823341049525254,0.43167723008127984,0.08602733118484727,0.5777185006989783,0.14940500640031962,0.46596093704938896,0.031816247162918,0.6728010380527024,0.5541556560160646,0.5635099943603699,0.551683694491899,0.32433932629621415,0.045379329670515764,0.44904157891935387,0.5663685818555215,0.34391846208894883,0.08815093707265893,0.12137607353264,0.19684242874208902,0.40211181880244873,0.5334480640188143,0.5696313113424725,0.0,0.07072039422519354,0.4732222741904192,0.7074819251607061,0.19376472220403723,0.04476805971934586,0.20750143821760447
acc_x_dyn__approximate_entropy_0.1,0.11176005363100741,0.046554220806527366,0.42913712420973915,0.06992792987549652,0.09502297846398118,0.07705422793402142,0.1392169556085496,0.02622736577297707,0.0001317611495057373,0.043281611934257426,0.018408704327241277,0.0658562983135277,0.10476643419927013,0.015487744403168108,0.10903407270872789,0.06532480469982992,0.031173608956196926,0.06141313041985313,0.5076001805363384,0.005130123295795699,0.06917650336904549,0.0897257116562756,0.07072039422519354,0.0,0.06654852556771543,0.044647068379929336,0.04308584609341491,0.04076952031457567,0.0007026019020927391
acc_y_dyn__quantile_0.3,0.48122508504949635,0.44245406196528364,0.05547797872775941,0.3818530566971954,0.13042411695757786,0.8054767179965306,0.02725214812781016,0.5320772946920939,0.7749652331004722,0.32842308945711834,0.43086290659603566,0.31211961816235356,0.05512037149701857,0.6773302142142766,0.5846382319665867,0.8778508881054609,0.1656473353827797,0.09163901069001623,0.16341499501851475,0.3572781888460343,0.555307089091812,0.5861388870047796,0.4732222741904192,0.06654852556771543,0.0,0.40608086281038785,0.17184900264146546,0.10716293266112091,0.1435773600105586
acc_z_dyn__lower_complete_moment,0.5158704782948467,0.4018926483666022,0.041567795664161064,0.3320841219801353,0.07608776679755865,0.408185645263101,0.002470067303392705,0.7032348552111907,0.4578620954400283,0.6857915659148848,0.6691869214576169,0.3601738716508359,0.0403696340442057,0.3775756563192038,0.5777411716208858,0.309093142379231,0.07141051388912927,0.07622008657253485,0.13979641092993933,0.454541490618324,0.5131681937188252,0.5693737730918785,0.7074819251607061,0.044647068379929336,0.40608086281038785,0.0,0.13443295719060108,0.038403318878749496,0.1597988325077077
acc_x_dyn__katz_fractal_dimension,0.11063673842178749,0.11166388275352854,0.018669117623521164,0.1648307160219025,0.7196258506906889,0.1454489572344025,0.5221183697074072,0.34467415359364767,0.3292600393793736,0.13800385035584634,0.20156093109145692,0.12840888325460473,0.5738668070156167,0.22137102320706611,0.14732486765953284,0.10961090723825034,0.19336504982318084,0.648399787088547,0.4902668469548217,0.17273670600224028,0.14655930400687603,0.15617391640247347,0.19376472220403723,0.04308584609341491,0.17184900264146546,0.13443295719060108,0.0,0.6384770191524068,0.8339458933821415
acc_z_dyn__katz_fractal_dimension,0.14130878869856772,0.13090106619511696,0.1648764539208129,0.03474783106364043,0.5361869107992485,0.10158801502097246,0.5062532840814759,0.32110645364273105,0.2788650642464469,0.09530798723779413,0.18847902706311165,0.13195686231503947,0.7191030248123579,0.2092954396258842,0.16288753334874823,0.04873142132932898,0.199725656393284,0.6259897569291536,0.41764711307769203,0.1635769126408556,0.16455730948554043,0.17869385570933527,0.04476805971934586,0.04076952031457567,0.10716293266112091,0.038403318878749496,0.6384770191524068,0.0,0.5966253391121884
acc_x_dyn__approximate_entropy_0.9,0.08179131863091393,0.07622930944243414,0.04816572806399386,0.17087715180626997,0.7457988393242724,0.12956312284977956,0.546617167172683,0.3323231247369747,0.29027350743564145,0.15432164949390847,0.22951919067501228,0.09599069596488397,0.5426704170464545,0.2031079705322486,0.1690569644249217,0.0841010325452901,0.19797837766930054,0.5935011866184777,0.5499196480882074,0.2033849731825069,0.10452946168044157,0.1431166893946054,0.20750143821760447,0.0007026019020927391,0.1435773600105586,0.1597988325077077,0.8339458933821415,0.5966253391121884,0.0
